locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIFIKDCD_01369	tRNA	76				tRNA-Met(cat)
DIFIKDCD_01370	tRNA	76				tRNA-Pro(tgg)
DIFIKDCD_01371	tRNA	74				tRNA-Arg(acg)
DIFIKDCD_01372	tRNA	86				tRNA-Leu(taa)
DIFIKDCD_01373	tRNA	72				tRNA-Gly(gcc)
DIFIKDCD_01374	tRNA	73				tRNA-Thr(tgt)
DIFIKDCD_01375	tRNA	84				tRNA-Leu(tag)
DIFIKDCD_01376	tRNA	73				tRNA-Lys(ttt)
DIFIKDCD_01377	tRNA	73				tRNA-Asp(gtc)
DIFIKDCD_01378	tRNA	73				tRNA-Val(tac)
DIFIKDCD_01379	rRNA	109				5S ribosomal RNA
DIFIKDCD_01380	CDS	255				hypothetical protein
DIFIKDCD_01381	CDS	1842	bipA	3.6.5.-	COG1217	Large ribosomal subunit assembly factor BipA
DIFIKDCD_01382	CDS	726	rsuA_2	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
DIFIKDCD_01383	CDS	228				hypothetical protein
DIFIKDCD_01384	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
DIFIKDCD_01385	CDS	270				hypothetical protein
DIFIKDCD_01386	CDS	969	hdfR			HTH-type transcriptional regulator HdfR
DIFIKDCD_01387	CDS	756	kdsr	1.1.1.102	COG4221	3-ketodihydrosphingosine reductase
DIFIKDCD_01388	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
DIFIKDCD_01389	CDS	624				hypothetical protein
DIFIKDCD_01390	CDS	1239	hflX		COG2262	GTPase HflX
DIFIKDCD_01391	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
DIFIKDCD_01392	CDS	171				hypothetical protein
DIFIKDCD_01393	CDS	840	thyA	2.1.1.45	COG0207	Thymidylate synthase
DIFIKDCD_01394	CDS	960	glcK	2.7.1.2	COG1940	Glucokinase
DIFIKDCD_01395	CDS	927				hypothetical protein
DIFIKDCD_01396	CDS	618	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DIFIKDCD_01397	CDS	1722	menF	5.4.4.2		Isochorismate synthase MenF
DIFIKDCD_01398	CDS	3378	iga_2	3.4.24.13		Immunoglobulin A1 protease
DIFIKDCD_01399	CDS	372				hypothetical protein
DIFIKDCD_01400	CDS	1353				hypothetical protein
DIFIKDCD_01401	CDS	468				hypothetical protein
DIFIKDCD_01402	CDS	2220	comA_1	3.4.22.-	COG2274	Transport/processing ATP-binding protein ComA
DIFIKDCD_01403	CDS	864				hypothetical protein
DIFIKDCD_01404	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
DIFIKDCD_01405	CDS	1080	argG	6.3.4.5	COG0137	Argininosuccinate synthase
DIFIKDCD_01406	CDS	807	artP_2		COG0834	Arginine-binding extracellular protein ArtP
DIFIKDCD_01407	CDS	642	macB	7.6.2.-		Macrolide export ATP-binding/permease protein MacB
DIFIKDCD_01408	CDS	2109				hypothetical protein
DIFIKDCD_01409	CDS	249				hypothetical protein
DIFIKDCD_01410	CDS	573				hypothetical protein
DIFIKDCD_01411	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
DIFIKDCD_01412	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
DIFIKDCD_01413	CDS	633		3.1.3.5		5'-nucleotidase
DIFIKDCD_01414	CDS	1851				hypothetical protein
DIFIKDCD_01415	CDS	267				IS630 family transposase ISSpn2
DIFIKDCD_01416	CDS	282	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
DIFIKDCD_01417	CDS	945	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
DIFIKDCD_01418	CDS	1452				hypothetical protein
DIFIKDCD_01419	CDS	750	mta		COG0789	HTH-type transcriptional activator mta
DIFIKDCD_01420	CDS	456				hypothetical protein
DIFIKDCD_01421	CDS	1176	aao(So)	1.-.-.-		Aminoacetone oxidase
DIFIKDCD_01422	CDS	375			COG1307	DegV domain-containing protein
DIFIKDCD_01423	CDS	459			COG1307	DegV domain-containing protein
DIFIKDCD_01424	CDS	558				hypothetical protein
DIFIKDCD_01425	CDS	468	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
DIFIKDCD_01426	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
DIFIKDCD_01427	CDS	591	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DIFIKDCD_01428	CDS	249				hypothetical protein
DIFIKDCD_01429	CDS	1161	braC			Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
DIFIKDCD_01430	CDS	870	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DIFIKDCD_01431	CDS	957				hypothetical protein
DIFIKDCD_01432	CDS	765	lptB	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DIFIKDCD_01433	CDS	480	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DIFIKDCD_01434	CDS	282	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DIFIKDCD_01435	CDS	657	acuB		COG0517	Acetoin utilization protein AcuB
DIFIKDCD_01436	CDS	978	prfB		COG1186	Peptide chain release factor 2
DIFIKDCD_01437	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
DIFIKDCD_01438	CDS	927	ftsX		COG2177	Cell division protein FtsX
DIFIKDCD_01439	CDS	420				hypothetical protein
DIFIKDCD_01440	CDS	1233				hypothetical protein
DIFIKDCD_01441	CDS	1020				hypothetical protein
DIFIKDCD_01442	CDS	690	arlR_2		COG0745	Response regulator ArlR
DIFIKDCD_01443	CDS	1425	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
DIFIKDCD_01444	CDS	1395	mapZ			Mid-cell-anchored protein Z
DIFIKDCD_01445	CDS	1158	ypsC	2.1.1.-	COG0116	Putative RNA methyltransferase YpsC
DIFIKDCD_01446	CDS	330	gpsB		COG3599	Cell cycle protein GpsB
DIFIKDCD_01447	CDS	528				hypothetical protein
DIFIKDCD_01448	CDS	597	recU	3.1.21.10	COG3331	Holliday junction resolvase RecU
DIFIKDCD_01449	CDS	2160	ponA		COG0744	Penicillin-binding protein 1A
DIFIKDCD_01450	CDS	5304		3.2.1.97	COG0366	Endo-alpha-N-acetylgalactosaminidase
DIFIKDCD_01451	CDS	1482			COG3711	Putative trans-acting regulator
DIFIKDCD_01452	CDS	996	degA_2		COG1609	HTH-type transcriptional regulator DegA
DIFIKDCD_01453	CDS	1311	dasA		COG2182	Diacetylchitobiose binding protein DasA
DIFIKDCD_01454	CDS	903	lacF_3			Lactose transport system permease protein LacF
DIFIKDCD_01455	CDS	846	araQ_2		COG0395	Arabinooligosaccharides transport system permease protein AraQ
DIFIKDCD_01456	CDS	1320	sacA	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
DIFIKDCD_01457	tRNA	76				tRNA-Lys(ctt)
DIFIKDCD_01458	CDS	1272	rarA	3.6.4.-	COG2256	Replication-associated recombination protein A
DIFIKDCD_01459	CDS	240				hypothetical protein
DIFIKDCD_01460	CDS	180				hypothetical protein
DIFIKDCD_01461	CDS	453				hypothetical protein
DIFIKDCD_01462	CDS	471				hypothetical protein
DIFIKDCD_01463	CDS	1089				hypothetical protein
DIFIKDCD_01464	CDS	429				hypothetical protein
DIFIKDCD_01465	CDS	951	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
DIFIKDCD_01466	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
DIFIKDCD_01467	CDS	1797	pepF	3.4.24.-	COG1164	Oligopeptidase PepF
DIFIKDCD_01468	CDS	678				hypothetical protein
DIFIKDCD_01469	CDS	231				hypothetical protein
DIFIKDCD_01470	CDS	294			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_01471	CDS	234	acpP		COG0236	Acyl carrier protein
DIFIKDCD_01472	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DIFIKDCD_01473	CDS	771	recO		COG1381	DNA repair protein RecO
DIFIKDCD_01474	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
DIFIKDCD_01475	CDS	1011				hypothetical protein
DIFIKDCD_01476	CDS	438	yccU		COG1832	putative protein YccU
DIFIKDCD_01477	CDS	2670	polA	2.7.7.7		DNA polymerase I
DIFIKDCD_01478	CDS	258				hypothetical protein
DIFIKDCD_01479	CDS	234				hypothetical protein
DIFIKDCD_01480	CDS	480				hypothetical protein
DIFIKDCD_01481	CDS	969	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
DIFIKDCD_01482	CDS	477				hypothetical protein
DIFIKDCD_01483	CDS	285				hypothetical protein
DIFIKDCD_01484	CDS	498	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
DIFIKDCD_01485	CDS	1263	radA	3.6.4.-	COG1066	DNA repair protein RadA
DIFIKDCD_01486	CDS	558				hypothetical protein
DIFIKDCD_01487	CDS	444	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
DIFIKDCD_01488	CDS	468	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
DIFIKDCD_01489	CDS	1329	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DIFIKDCD_01490	CDS	237			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_01491	CDS	345	lacX			Protein LacX, plasmid
DIFIKDCD_01492	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
DIFIKDCD_01493	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
DIFIKDCD_01494	CDS	930	lacC	2.7.1.144		Tagatose-6-phosphate kinase
DIFIKDCD_01495	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
DIFIKDCD_01496	CDS	837	licT		COG3711	Transcription antiterminator LicT
DIFIKDCD_01497	CDS	318	lacF_4			PTS system lactose-specific EIIA component
DIFIKDCD_01498	CDS	1692	lacE_2			PTS system lactose-specific EIICB component
DIFIKDCD_01499	CDS	1407	lacG	3.2.1.85		6-phospho-beta-galactosidase
DIFIKDCD_01500	CDS	258				hypothetical protein
DIFIKDCD_01501	CDS	762	lacR_1			Lactose phosphotransferase system repressor
DIFIKDCD_01502	CDS	963	nrdF	1.17.4.1		Ribonucleoside-diphosphate reductase 2 subunit beta
DIFIKDCD_01503	CDS	2160	nrdE1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 1
DIFIKDCD_01504	CDS	219	nrdH		COG0695	Glutaredoxin-like protein NrdH
DIFIKDCD_01505	CDS	264	ptsH			Phosphocarrier protein HPr
DIFIKDCD_01506	CDS	1725	ptsI	2.7.3.9		Phosphoenolpyruvate-protein phosphotransferase
DIFIKDCD_01507	CDS	930				hypothetical protein
DIFIKDCD_01508	CDS	387				ISL3 family transposase ISSth1
DIFIKDCD_01509	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
DIFIKDCD_01510	CDS	438	rimI_2	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
DIFIKDCD_01511	CDS	684	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
DIFIKDCD_01512	CDS	186				hypothetical protein
DIFIKDCD_01513	CDS	153				hypothetical protein
DIFIKDCD_01514	CDS	108				hypothetical protein
DIFIKDCD_01515	CDS	234	rpoY	2.7.7.6	COG5503	DNA-directed RNA polymerase subunit epsilon
DIFIKDCD_01516	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
DIFIKDCD_01517	CDS	1914	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
DIFIKDCD_01518	CDS	456				hypothetical protein
DIFIKDCD_01519	CDS	1122	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
DIFIKDCD_01520	CDS	2028	smc_2			Chromosome partition protein Smc
DIFIKDCD_01521	CDS	279				hypothetical protein
DIFIKDCD_01522	CDS	198				hypothetical protein
DIFIKDCD_01523	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
DIFIKDCD_01524	tRNA	91				tRNA-Ser(gga)
DIFIKDCD_01525	CDS	741	lacR_2			Lactose phosphotransferase system repressor
DIFIKDCD_01526	CDS	912	tagK	2.7.1.234	COG1105	D-tagatose-1-phosphate kinase
DIFIKDCD_01527	CDS	1962	fruA_2		COG1299	PTS system fructose-specific EIIABC component
DIFIKDCD_01528	CDS	2304	ftsK		COG0697	DNA translocase FtsK
DIFIKDCD_01529	CDS	426				hypothetical protein
DIFIKDCD_01530	CDS	1203	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
DIFIKDCD_01531	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
DIFIKDCD_01532	CDS	573	ybbA		COG2819	putative protein YbbA
DIFIKDCD_01533	CDS	336				hypothetical protein
DIFIKDCD_01534	CDS	408				hypothetical protein
DIFIKDCD_01535	CDS	1167				hypothetical protein
DIFIKDCD_01536	CDS	1494	hsdM_1	2.1.1.72	COG0286	Type I restriction enzyme EcoKI methylase subunit
DIFIKDCD_01537	CDS	1263				hypothetical protein
DIFIKDCD_01538	CDS	471			COG1780	Putative NrdI-like protein
DIFIKDCD_01539	CDS	534				hypothetical protein
DIFIKDCD_01540	CDS	1287	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
DIFIKDCD_01541	CDS	1671				hypothetical protein
DIFIKDCD_01542	CDS	615				hypothetical protein
DIFIKDCD_01543	CDS	570				hypothetical protein
DIFIKDCD_01544	CDS	693	metP		COG2011	Methionine import system permease protein MetP
DIFIKDCD_01545	CDS	1062	metN	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
DIFIKDCD_01546	CDS	1374	tpdA	3.4.13.23		Cysteinylglycine-S-conjugate dipeptidase
DIFIKDCD_01547	CDS	855	metQ		COG1464	D-methionine-binding lipoprotein MetQ
DIFIKDCD_01548	CDS	831	tcyA		COG0834	L-cystine-binding protein TcyA
DIFIKDCD_01549	CDS	324				hypothetical protein
DIFIKDCD_01550	CDS	657				hypothetical protein
DIFIKDCD_01551	CDS	1227				hypothetical protein
DIFIKDCD_01552	CDS	465				hypothetical protein
DIFIKDCD_01553	CDS	375	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
DIFIKDCD_01554	CDS	714	pynA	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase PynA
DIFIKDCD_01555	CDS	603				hypothetical protein
DIFIKDCD_01556	CDS	654	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
DIFIKDCD_01557	CDS	465	mutX	3.6.1.55	COG1051	8-oxo-dGTP diphosphatase
DIFIKDCD_01558	CDS	1269	pyrC	3.5.2.3	COG0044	Dihydroorotase
DIFIKDCD_01559	CDS	261				hypothetical protein
DIFIKDCD_01560	CDS	1362	norM		COG0534	Multidrug resistance protein NorM
DIFIKDCD_01561	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
DIFIKDCD_01562	CDS	993	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
DIFIKDCD_01563	CDS	1044	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
DIFIKDCD_01564	CDS	1704		1.8.1.4		Dihydrolipoyl dehydrogenase
DIFIKDCD_01565	CDS	990	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
DIFIKDCD_01566	CDS	153				hypothetical protein
DIFIKDCD_01567	CDS	1071	xerS		COG4974	Tyrosine recombinase XerS
DIFIKDCD_01568	CDS	798				hypothetical protein
DIFIKDCD_01569	CDS	123	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
DIFIKDCD_01570	CDS	1041		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
DIFIKDCD_01571	CDS	1275				hypothetical protein
DIFIKDCD_01572	CDS	879	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
DIFIKDCD_01573	CDS	96				hypothetical protein
DIFIKDCD_01574	CDS	303				hypothetical protein
DIFIKDCD_01575	CDS	639	udk_2	2.7.1.48	COG0572	Uridine kinase
DIFIKDCD_01576	CDS	1341	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
DIFIKDCD_01577	CDS	213	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
DIFIKDCD_01578	CDS	876		2.5.1.10		Farnesyl diphosphate synthase
DIFIKDCD_01579	CDS	816	tlyA			Hemolysin A
DIFIKDCD_01580	CDS	432	argR_2		COG1438	Arginine repressor
DIFIKDCD_01581	CDS	1668	recN		COG0497	DNA repair protein RecN
DIFIKDCD_01582	CDS	729	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DIFIKDCD_01583	CDS	1824	lepA_1	3.6.5.-		Elongation factor 4
DIFIKDCD_01584	CDS	390				hypothetical protein
DIFIKDCD_01585	CDS	1959	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
DIFIKDCD_01586	CDS	543	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
DIFIKDCD_01587	CDS	1278	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
DIFIKDCD_01588	CDS	1269				hypothetical protein
DIFIKDCD_01589	CDS	123				hypothetical protein
DIFIKDCD_01590	CDS	369				hypothetical protein
DIFIKDCD_01591	CDS	267	rqcP		COG1188	RQC P-site tRNA stabilizing factor
DIFIKDCD_01592	CDS	3510	mfd	3.6.4.-		Transcription-repair-coupling factor
DIFIKDCD_01593	CDS	570	pth	3.1.1.29		Peptidyl-tRNA hydrolase
DIFIKDCD_01594	CDS	1116	ychF		COG0012	Ribosome-binding ATPase YchF
DIFIKDCD_01595	CDS	195				hypothetical protein
DIFIKDCD_01596	CDS	1137	dnaN		COG0592	Beta sliding clamp
DIFIKDCD_01597	CDS	1362	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DIFIKDCD_01598	CDS	672				hypothetical protein
DIFIKDCD_01599	CDS	1266	pucK		COG2233	Uric acid permease PucK
DIFIKDCD_01600	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
DIFIKDCD_01601	CDS	387				hypothetical protein
DIFIKDCD_01602	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
DIFIKDCD_01603	CDS	111				hypothetical protein
DIFIKDCD_01604	CDS	270				hypothetical protein
DIFIKDCD_01605	CDS	138				hypothetical protein
DIFIKDCD_01606	CDS	246				hypothetical protein
DIFIKDCD_01607	CDS	1746	yheI	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
DIFIKDCD_01608	CDS	1752	yheH	7.6.2.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
DIFIKDCD_01609	CDS	693	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
DIFIKDCD_01610	CDS	1227	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
DIFIKDCD_01611	CDS	1116	uup_1	3.6.1.-		ATP-binding protein Uup
DIFIKDCD_01612	CDS	1350	lcnD			Lactococcin A secretion protein LcnD
DIFIKDCD_01613	CDS	708	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
DIFIKDCD_01614	CDS	3726	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
DIFIKDCD_01615	CDS	1443	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
DIFIKDCD_01616	CDS	1023	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
DIFIKDCD_01617	CDS	546	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
DIFIKDCD_01618	CDS	510				hypothetical protein
DIFIKDCD_01619	CDS	1548	purH			Bifunctional purine biosynthesis protein PurH
DIFIKDCD_01620	CDS	1179	nagC		COG1846	DNA-binding transcriptional dual regulator NagC
DIFIKDCD_01621	CDS	447	rimI_3	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
DIFIKDCD_01622	CDS	660	comC		COG1989	Prepilin leader peptidase/N-methyltransferase
DIFIKDCD_01623	CDS	1152				hypothetical protein
DIFIKDCD_01624	CDS	732				hypothetical protein
DIFIKDCD_01625	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
DIFIKDCD_01626	CDS	1224	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
DIFIKDCD_01627	CDS	600	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
DIFIKDCD_01628	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
DIFIKDCD_01629	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
DIFIKDCD_01630	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
DIFIKDCD_01631	CDS	1362	trpE	4.1.3.27		Anthranilate synthase component 1
DIFIKDCD_01632	CDS	342				hypothetical protein
DIFIKDCD_01633	CDS	1002	ccpA_1			Catabolite control protein A
DIFIKDCD_01634	CDS	1632				hypothetical protein
DIFIKDCD_01635	CDS	4911				hypothetical protein
DIFIKDCD_01636	CDS	1197	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DIFIKDCD_01637	CDS	528				hypothetical protein
DIFIKDCD_01638	CDS	357	glnR		COG0789	HTH-type transcriptional regulator GlnR
DIFIKDCD_01639	CDS	1347	glnA	6.3.1.2	COG0174	Glutamine synthetase
DIFIKDCD_01640	CDS	150				hypothetical protein
DIFIKDCD_01641	CDS	1281				hypothetical protein
DIFIKDCD_01642	CDS	507				hypothetical protein
DIFIKDCD_01643	CDS	309				hypothetical protein
DIFIKDCD_01644	CDS	993	uup_2	3.6.1.-		ATP-binding protein Uup
DIFIKDCD_01645	CDS	819				hypothetical protein
DIFIKDCD_01646	CDS	786				hypothetical protein
DIFIKDCD_01647	CDS	246				hypothetical protein
DIFIKDCD_01648	CDS	270				hypothetical protein
DIFIKDCD_01649	CDS	6435				hypothetical protein
DIFIKDCD_01650	CDS	462	hmpT		COG4720	Thiamine precursor transporter HmpT
DIFIKDCD_01651	CDS	774	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
DIFIKDCD_01652	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DIFIKDCD_01653	CDS	1152				hypothetical protein
DIFIKDCD_01654	CDS	630				hypothetical protein
DIFIKDCD_01655	CDS	339				hypothetical protein
DIFIKDCD_01656	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
DIFIKDCD_01657	CDS	477				hypothetical protein
DIFIKDCD_01658	CDS	213				hypothetical protein
DIFIKDCD_01659	CDS	984	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
DIFIKDCD_01660	CDS	1020	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
DIFIKDCD_01661	CDS	1104	thiO	1.4.3.19	COG0665	Glycine oxidase
DIFIKDCD_01662	CDS	798			COG0327	GTP cyclohydrolase 1 type 2 
DIFIKDCD_01663	CDS	678	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
DIFIKDCD_01664	CDS	1464	hsdM_2	2.1.1.72	COG0286	Type I restriction enzymeP methylase subunit
DIFIKDCD_01665	CDS	2334	hsdR	3.1.21.3		Type I restriction enzyme EcoAI endonuclease subunit
DIFIKDCD_01666	CDS	201				hypothetical protein
DIFIKDCD_01667	CDS	510				hypothetical protein
DIFIKDCD_01668	CDS	1035	hrcA		COG1420	Heat-inducible transcription repressor HrcA
DIFIKDCD_01669	CDS	525	grpE		COG0576	Protein GrpE
DIFIKDCD_01670	CDS	1824	dnaK			Chaperone protein DnaK
DIFIKDCD_01671	CDS	354				hypothetical protein
DIFIKDCD_01672	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
DIFIKDCD_01673	CDS	258				ISL3 family transposase IS1167
DIFIKDCD_01674	CDS	288				hypothetical protein
DIFIKDCD_01675	CDS	504				ISL3 family transposase ISSpn14
DIFIKDCD_01676	CDS	258				hypothetical protein
DIFIKDCD_01677	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DIFIKDCD_01678	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
DIFIKDCD_01679	CDS	327				hypothetical protein
DIFIKDCD_01680	CDS	285				hypothetical protein
DIFIKDCD_01681	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
DIFIKDCD_01682	CDS	1443	pgdA	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
DIFIKDCD_01683	CDS	378				hypothetical protein
DIFIKDCD_01684	CDS	978	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
DIFIKDCD_01685	CDS	1083	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
DIFIKDCD_01686	CDS	465				hypothetical protein
DIFIKDCD_01687	CDS	300				hypothetical protein
DIFIKDCD_01688	CDS	237				hypothetical protein
DIFIKDCD_01689	CDS	1728	ezrA		COG4477	Septation ring formation regulator EzrA
DIFIKDCD_01690	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
DIFIKDCD_01691	CDS	573	gph_3	3.1.3.18		Phosphoglycolate phosphatase
DIFIKDCD_01692	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
DIFIKDCD_01693	CDS	1224	rodA	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
DIFIKDCD_01694	CDS	2451	dinG_2	3.1.-.-	COG0847	3'-5' exonuclease DinG
DIFIKDCD_01695	tRNA	76				tRNA-Pro(tgg)
DIFIKDCD_01696	CDS	192				hypothetical protein
DIFIKDCD_01697	CDS	195				hypothetical protein
DIFIKDCD_01698	CDS	885	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DIFIKDCD_01699	CDS	738				hypothetical protein
DIFIKDCD_01700	CDS	1098	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
DIFIKDCD_01701	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
DIFIKDCD_01702	CDS	1011	ccpA_2		COG1609	Catabolite control protein A
DIFIKDCD_01703	CDS	372				hypothetical protein
DIFIKDCD_01704	CDS	963	ansB	3.5.1.1	COG0252	L-asparaginase 2
DIFIKDCD_01705	CDS	1389	cof	3.6.1.-		HMP-PP phosphatase
DIFIKDCD_01706	CDS	453				Putative universal stress protein
DIFIKDCD_01707	CDS	294				hypothetical protein
DIFIKDCD_01708	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
DIFIKDCD_01709	CDS	468				IS3 family transposase ISSpn4
DIFIKDCD_01710	CDS	804				hypothetical protein
DIFIKDCD_01711	CDS	756				hypothetical protein
DIFIKDCD_01712	CDS	2652	valS	6.1.1.9	COG0525	Valine--tRNA ligase
DIFIKDCD_01713	CDS	579				hypothetical protein
DIFIKDCD_01714	CDS	561				hypothetical protein
DIFIKDCD_01715	CDS	450				hypothetical protein
DIFIKDCD_01716	CDS	291				hypothetical protein
DIFIKDCD_01717	CDS	108				hypothetical protein
